time (ns),voltage (mV)
35.622983100223415,-23.62204724409449
35.823112218763995,-27.559055118110237
36.023241337304576,-35.43307086614173
36.223370455845156,-47.24409448818898
36.423499574385744,-51.181102362204726
36.623628692926324,-55.118110236220474
36.823757811466905,-62.99212598425197
37.023886930007485,-74.80314960629921
37.224016048548066,-74.80314960629921
37.424145167088646,-78.74015748031496
37.62427428562923,-78.74015748031496
37.82440340416981,-82.67716535433071
38.02453252271039,-82.67716535433071
38.22466164125097,-82.67716535433071
38.42479075979155,-82.67716535433071
38.62491987833213,-82.67716535433071
38.82504899687271,-78.74015748031496
39.02517811541329,-74.80314960629921
39.22530723395388,-70.86614173228347
39.42543635249446,-66.92913385826772
39.62556547103504,-62.99212598425197
39.82569458957562,-59.05511811023622
40.0258237081162,-51.181102362204726
40.22595282665678,-51.181102362204726
40.42608194519736,-47.24409448818898
40.62621106373794,-43.30708661417323
40.82634018227852,-39.37007874015748
41.0264693008191,-39.37007874015748
41.22659841935968,-31.496062992125985
41.42672753790026,-27.559055118110237
41.62685665644084,-27.559055118110237
41.82698577498143,-27.559055118110237
42.02711489352201,-23.62204724409449
42.22724401206259,-23.62204724409449
42.42737313060317,-19.68503937007874
42.62750224914375,-19.68503937007874
42.82763136768433,-19.68503937007874
43.02776048622491,-15.748031496062993
43.227889604765494,-15.748031496062993
43.428018723306074,-15.748031496062993
43.628147841846655,-15.748031496062993
43.828276960387235,-11.811023622047244
44.028406078927816,-15.748031496062993
44.228535197468396,-11.811023622047244
44.42866431600898,-11.811023622047244
44.628793434549564,-11.811023622047244
44.828922553090145,-11.811023622047244
45.029051671630725,-11.811023622047244
45.229180790171306,-7.874015748031496
45.429309908711886,-7.874015748031496
45.62943902725247,-3.937007874015748
45.82956814579305,-3.937007874015748
46.02969726433363,-3.937007874015748
46.22982638287421,-3.937007874015748
46.42995550141479,0.0
46.63008461995537,0.0
46.83021373849595,0.0
47.03034285703653,-3.937007874015748
47.23047197557712,-3.937007874015748
47.4306010941177,0.0
47.63073021265828,0.0
47.83085933119886,-3.937007874015748
48.03098844973944,0.0
48.23111756828002,3.937007874015748
48.4312466868206,0.0
48.63137580536118,0.0
48.83150492390176,0.0
49.03163404244234,0.0
49.23176316098292,-3.937007874015748
49.4318922795235,-3.937007874015748
49.63202139806408,-3.937007874015748
49.83215051660466,0.0
50.03227963514525,0.0
50.23240875368583,0.0
50.43253787222641,0.0
50.63266699076699,0.0
50.83279610930757,0.0
51.03292522784815,0.0
51.233054346388734,0.0
51.433183464929314,-3.937007874015748
51.633312583469895,0.0
51.833441702010475,0.0
52.033570820551056,0.0
52.233699939091636,0.0
52.43382905763222,0.0
52.633958176172804,0.0
52.834087294713385,0.0
53.034216413253965,0.0
53.234345531794546,0.0
53.434474650335126,0.0
53.63460376887571,0.0
53.83473288741629,0.0
54.03486200595687,-3.937007874015748
54.23499112449745,0.0
54.43512024303803,-3.937007874015748
54.63524936157861,-3.937007874015748
54.83537848011919,0.0
55.03550759865977,0.0
55.23563671720035,0.0
55.43576583574094,0.0
55.63589495428152,0.0
55.8360240728221,0.0
56.03615319136268,0.0
56.23628230990326,3.937007874015748
56.43641142844384,0.0
56.63654054698442,-3.937007874015748
56.836669665525,0.0
57.03679878406558,0.0
57.23692790260616,-3.937007874015748
57.43705702114674,-3.937007874015748
57.63718613968732,-3.937007874015748
57.8373152582279,0.0
58.03744437676849,0.0
58.23757349530907,0.0
58.43770261384965,0.0
58.63783173239023,-3.937007874015748
58.83796085093081,0.0
59.03808996947139,0.0
59.238219088011974,0.0
59.438348206552554,0.0
59.638477325093135,0.0
59.838606443633715,0.0
60.038735562174296,0.0
60.238864680714876,0.0
60.43899379925546,3.937007874015748
60.63912291779604,3.937007874015748
60.839252036336624,0.0
61.039381154877205,0.0
61.239510273417785,3.937007874015748
61.439639391958366,3.937007874015748
61.639768510498946,0.0
61.83989762903953,0.0
62.04002674758011,0.0
62.24015586612069,0.0
62.44028498466127,0.0
62.64041410320185,0.0
62.84054322174243,0.0
63.04067234028301,0.0
63.24080145882359,0.0
63.44093057736418,0.0
63.64105969590476,0.0
63.84118881444534,0.0
64.04131793298592,0.0
64.24144705152649,0.0
64.44157617006708,0.0
64.64170528860765,0.0
64.84183440714824,0.0
65.04196352568883,0.0
65.2420926442294,0.0
65.44222176276999,0.0
65.64235088131056,0.0
65.84247999985115,-3.937007874015748
66.04260911839172,-3.937007874015748
66.24273823693231,0.0
66.44286735547288,0.0
66.64299647401347,0.0
66.84312559255405,0.0
67.04325471109463,-3.937007874015748
67.2433838296352,0.0
67.4435129481758,0.0
67.64364206671638,0.0
67.84377118525695,0.0
68.04390030379754,0.0
68.24402942233812,0.0
68.4441585408787,0.0
68.64428765941928,0.0
68.84441677795986,0.0
69.04454589650044,0.0
69.24467501504103,0.0
69.4448041335816,0.0
69.64493325212219,-3.937007874015748
69.84506237066276,-3.937007874015748
70.04519148920335,-3.937007874015748
70.24532060774393,-3.937007874015748
70.44544972628451,0.0
70.6455788448251,0.0
70.84570796336567,0.0
71.04583708190626,0.0
71.24596620044683,0.0
71.44609531898742,0.0
71.64622443752799,0.0
71.84635355606858,-3.937007874015748
72.04648267460915,0.0
72.24661179314974,-3.937007874015748
72.44674091169031,-3.937007874015748
72.6468700302309,0.0
72.84699914877149,0.0
73.04712826731206,0.0
73.24725738585265,-3.937007874015748
73.44738650439322,0.0
73.64751562293381,0.0
73.84764474147438,3.937007874015748
74.04777386001497,0.0
74.24790297855554,3.937007874015748
74.44803209709613,0.0
74.6481612156367,0.0
74.84829033417729,0.0
75.04841945271787,0.0
75.24854857125845,0.0
75.44867768979903,0.0
75.64880680833961,0.0
75.8489359268802,0.0
76.04906504542078,0.0
76.24919416396136,0.0
76.44932328250194,0.0
76.64945240104252,0.0
76.8495815195831,0.0
77.04971063812368,0.0
77.24983975666426,0.0
77.44996887520485,0.0
77.65009799374542,0.0
77.850227112286,0.0
78.05035623082658,0.0
78.25048534936717,0.0
78.45061446790776,-3.937007874015748
78.65074358644833,-3.937007874015748
78.85087270498892,0.0
79.05100182352949,-3.937007874015748
79.25113094207008,0.0
79.45126006061065,-3.937007874015748
79.65138917915124,-3.937007874015748
79.85151829769181,0.0
80.0516474162324,0.0
80.25177653477297,0.0
80.45190565331356,0.0
80.65203477185413,3.937007874015748
80.85216389039472,0.0
81.05229300893531,3.937007874015748
81.25242212747588,0.0
81.45255124601647,0.0
81.65268036455704,0.0
81.85280948309763,0.0
82.0529386016382,-3.937007874015748
82.25306772017879,0.0
82.45319683871936,0.0
82.65332595725995,0.0
82.85345507580053,0.0
83.05358419434111,0.0
83.25371331288169,0.0
83.45384243142227,0.0
83.65397154996286,-3.937007874015748
83.85410066850343,0.0
84.05422978704402,-3.937007874015748
84.2543589055846,0.0
84.45448802412518,0.0
84.65461714266576,0.0
84.85474626120634,0.0
85.05487537974692,0.0
85.2550044982875,0.0
85.45513361682808,0.0
85.65526273536867,0.0
85.85539185390924,0.0
86.05552097244983,0.0
86.2556500909904,0.0
86.45577920953099,0.0
86.65590832807158,0.0
86.85603744661215,0.0
87.05616656515274,0.0
87.25629568369331,0.0
87.4564248022339,0.0
87.65655392077447,0.0
87.85668303931506,0.0
88.05681215785563,0.0
88.25694127639622,3.937007874015748
88.45707039493679,0.0
88.65719951347738,0.0
88.85732863201795,0.0
89.05745775055854,0.0
89.25758686909913,0.0
89.4577159876397,0.0
89.65784510618029,0.0
89.85797422472086,0.0
90.05810334326145,-3.937007874015748
90.25823246180202,0.0
90.45836158034261,0.0
90.65849069888318,-3.937007874015748
90.85861981742377,0.0
91.05874893596435,0.0
91.25887805450493,0.0
91.4590071730455,0.0
91.6591362915861,0.0
91.85926541012668,0.0
92.05939452866726,0.0
92.25952364720784,0.0
92.45965276574842,0.0
92.659781884289,0.0
92.85991100282958,0.0
93.06004012137016,0.0
93.26016923991074,0.0
93.46029835845133,0.0
93.6604274769919,3.937007874015748
93.86055659553249,0.0
94.06068571407306,0.0
94.26081483261365,-3.937007874015748
94.46094395115423,0.0
94.66107306969481,0.0
94.8612021882354,-3.937007874015748
95.06133130677597,-3.937007874015748
95.26146042531656,-3.937007874015748
95.46158954385713,-3.937007874015748
95.66171866239772,-3.937007874015748
95.86184778093829,-3.937007874015748
96.06197689947888,-3.937007874015748
96.26210601801945,0.0
96.46223513656004,0.0
96.66236425510061,0.0
96.8624933736412,0.0
97.06262249218177,0.0
97.26275161072236,0.0
97.46288072926295,0.0
97.66300984780352,0.0
97.86313896634411,0.0
98.06326808488468,0.0
98.26339720342527,0.0
98.46352632196584,0.0
98.66365544050643,0.0
98.863784559047,0.0
99.06391367758759,0.0
99.26404279612817,0.0
99.46417191466875,0.0
99.66430103320933,0.0
99.86443015174991,0.0
100.0645592702905,3.937007874015748
100.26468838883108,0.0
100.46481750737166,0.0
100.66494662591224,0.0
100.86507574445282,0.0
101.0652048629934,-3.937007874015748
101.26533398153398,0.0
101.46546310007456,0.0
101.66559221861515,0.0
101.86572133715572,0.0
102.0658504556963,0.0
102.26597957423688,0.0
102.46610869277747,0.0
102.66623781131806,0.0
102.86636692985863,0.0
103.06649604839922,0.0
103.26662516693979,0.0
103.46675428548038,0.0
103.66688340402095,-3.937007874015748
103.86701252256154,0.0
104.06714164110211,0.0
104.2672707596427,0.0
104.46739987818327,0.0
104.66752899672386,0.0
104.86765811526443,0.0
105.06778723380502,0.0
105.26791635234561,0.0
105.46804547088618,0.0
105.66817458942677,-3.937007874015748
105.86830370796734,0.0
106.06843282650793,0.0
106.2685619450485,3.937007874015748
106.46869106358909,0.0
106.66882018212966,0.0
106.86894930067025,0.0
107.06907841921083,0.0
107.26920753775141,0.0
107.46933665629199,0.0
107.66946577483257,0.0
107.86959489337316,0.0
108.06972401191373,0.0
108.26985313045432,0.0
108.4699822489949,0.0
108.67011136753548,0.0
108.87024048607606,0.0
109.07036960461664,-3.937007874015748
109.27049872315722,0.0
109.4706278416978,0.0
109.67075696023838,0.0
109.87088607877897,0.0
110.07101519731954,0.0
110.27114431586013,0.0
110.4712734344007,0.0
110.67140255294129,0.0
110.87153167148188,0.0
111.07166079002245,0.0
111.27178990856304,0.0
111.47191902710361,0.0
111.6720481456442,0.0
111.87217726418477,0.0
112.07230638272536,0.0
112.27243550126593,3.937007874015748
112.47256461980652,0.0
112.67269373834709,0.0
112.87282285688768,0.0
113.07295197542825,0.0
113.27308109396884,0.0
113.47321021250943,0.0
113.67333933105,0.0
113.87346844959059,0.0
114.07359756813116,0.0
114.27372668667175,-3.937007874015748
114.47385580521232,0.0
114.67398492375291,0.0
114.87411404229348,0.0
115.07424316083407,0.0
115.27437227937465,0.0
115.47450139791523,0.0
115.6746305164558,0.0
115.8747596349964,0.0
116.07488875353698,0.0
116.27501787207756,0.0
116.47514699061814,0.0
116.67527610915872,3.937007874015748
116.8754052276993,0.0
117.07553434623988,0.0
117.27566346478046,0.0
117.47579258332104,0.0
117.67592170186163,0.0
117.8760508204022,0.0
118.07617993894279,0.0
118.27630905748336,0.0
118.47643817602395,0.0
118.67656729456453,0.0
118.87669641310511,0.0
119.0768255316457,-3.937007874015748
119.27695465018627,-3.937007874015748
119.47708376872686,0.0
119.67721288726743,0.0
119.87734200580802,0.0
120.07747112434859,0.0
120.27760024288918,0.0
120.47772936142975,0.0
120.67785847997034,0.0
120.87798759851091,0.0
121.0781167170515,0.0
121.27824583559207,0.0
121.47837495413266,0.0
121.67850407267325,-3.937007874015748
121.87863319121382,0.0
122.07876230975441,0.0
122.27889142829498,-3.937007874015748
122.47902054683557,-3.937007874015748
122.67914966537614,0.0
122.87927878391673,0.0
123.0794079024573,0.0
123.27953702099789,0.0
123.47966613953847,3.937007874015748
123.67979525807905,3.937007874015748
123.87992437661963,3.937007874015748
124.08005349516021,0.0
124.2801826137008,0.0
124.48031173224138,0.0
124.68044085078196,0.0
124.88056996932254,0.0
125.08069908786312,3.937007874015748
125.2808282064037,0.0
125.48095732494428,0.0
125.68108644348486,3.937007874015748
125.88121556202545,3.937007874015748
126.08134468056602,0.0
126.2814737991066,0.0
126.48160291764718,0.0
126.68173203618777,0.0
126.88186115472836,0.0
127.08199027326893,0.0
127.28211939180952,0.0
127.48224851035009,0.0
127.68237762889068,-3.937007874015748
127.88250674743125,-3.937007874015748
128.08263586597184,0.0
128.28276498451243,0.0
128.48289410305298,0.0
128.68302322159357,0.0
128.88315234013416,0.0
129.08328145867475,0.0
129.2834105772153,0.0
129.4835396957559,0.0
129.68366881429648,-3.937007874015748
129.88379793283707,0.0
130.08392705137766,0.0
130.28405616991822,0.0
130.4841852884588,0.0
130.6843144069994,0.0
130.88444352553998,0.0
131.08457264408054,0.0
131.28470176262113,3.937007874015748
131.4848308811617,3.937007874015748
131.6849599997023,3.937007874015748
131.88508911824286,3.937007874015748
132.08521823678345,0.0
132.28534735532403,0.0
132.48547647386462,0.0
132.6856055924052,0.0
132.88573471094577,0.0
133.08586382948636,0.0
133.28599294802694,0.0
133.48612206656753,0.0
133.6862511851081,-3.937007874015748
133.88638030364868,0.0
134.08650942218927,0.0
134.28663854072985,0.0
134.4867676592704,-3.937007874015748
134.686896777811,0.0
134.8870258963516,0.0
135.08715501489218,0.0
135.28728413343276,0.0
135.48741325197332,0.0
135.6875423705139,0.0
135.8876714890545,0.0
136.08780060759509,0.0
136.28792972613564,0.0
136.48805884467623,0.0
136.68818796321682,-3.937007874015748
136.8883170817574,0.0
137.08844620029797,3.937007874015748
137.28857531883855,0.0
137.48870443737914,-3.937007874015748
137.68883355591973,0.0
137.88896267446032,0.0
138.08909179300088,0.0
138.28922091154146,0.0
138.48935003008205,0.0
138.68947914862264,0.0
138.8896082671632,0.0
139.08973738570378,0.0
139.28986650424437,0.0
139.48999562278496,0.0
139.69012474132552,0.0
139.8902538598661,0.0
140.0903829784067,0.0
140.29051209694728,0.0
140.49064121548787,0.0
140.69077033402843,0.0
140.89089945256902,0.0
141.0910285711096,0.0
141.2911576896502,0.0
141.49128680819075,-3.937007874015748
141.69141592673134,0.0
141.89154504527193,0.0
142.0916741638125,0.0
142.29180328235307,0.0
142.49193240089366,0.0
142.69206151943425,0.0
142.89219063797483,0.0
143.09231975651542,0.0
143.29244887505598,0.0
143.49257799359657,0.0
143.69270711213716,0.0
143.89283623067774,0.0
144.0929653492183,0.0
144.2930944677589,0.0
144.49322358629948,0.0
144.69335270484007,0.0
144.89348182338063,0.0
145.0936109419212,0.0
145.2937400604618,0.0
145.4938691790024,0.0
145.69399829754298,0.0
145.89412741608353,0.0
146.09425653462412,0.0
146.2943856531647,0.0
146.4945147717053,-3.937007874015748
146.69464389024586,0.0
146.89477300878644,0.0
147.09490212732703,3.937007874015748
147.29503124586762,0.0
147.49516036440818,3.937007874015748
147.69528948294877,0.0
147.89541860148935,0.0
148.09554772002994,0.0
148.2956768385705,-3.937007874015748
148.4958059571111,-3.937007874015748
148.69593507565168,-3.937007874015748
148.89606419419226,0.0
149.09619331273285,0.0
149.2963224312734,0.0
149.496451549814,0.0
149.69658066835458,0.0
149.89670978689517,0.0
150.09683890543573,0.0
150.29696802397632,0.0
150.4970971425169,0.0
150.6972262610575,0.0
150.89735537959805,0.0
151.09748449813864,-3.937007874015748
151.29761361667923,0.0
151.49774273521982,0.0
151.6978718537604,0.0
151.89800097230096,0.0
152.09813009084155,0.0
152.29825920938214,0.0
152.49838832792273,0.0
152.69851744646328,0.0
152.89864656500387,0.0
153.09877568354446,0.0
153.29890480208505,0.0
153.4990339206256,-3.937007874015748
153.6991630391662,0.0
153.89929215770678,0.0
154.09942127624737,-3.937007874015748
154.29955039478796,-3.937007874015748
154.49967951332852,-3.937007874015748
154.6998086318691,-3.937007874015748
154.8999377504097,-3.937007874015748
155.10006686895028,0.0
155.30019598749084,0.0
155.50032510603143,0.0
155.700454224572,0.0
155.9005833431126,-3.937007874015748
156.10071246165316,0.0
156.30084158019375,0.0
156.50097069873433,0.0
156.70109981727492,-3.937007874015748
156.9012289358155,0.0
157.10135805435607,0.0
157.30148717289666,0.0
157.50161629143724,0.0
157.70174540997783,0.0
157.9018745285184,0.0
158.10200364705898,3.937007874015748
158.30213276559957,3.937007874015748
158.50226188414015,0.0
158.7023910026807,0.0
158.9025201212213,3.937007874015748
159.1026492397619,0.0
159.30277835830248,0.0
159.50290747684306,-3.937007874015748
159.70303659538362,0.0
159.9031657139242,0.0
160.1032948324648,-3.937007874015748
160.30342395100539,0.0
160.50355306954594,3.937007874015748
160.70368218808653,0.0
160.90381130662712,0.0
161.1039404251677,0.0
161.30406954370827,-3.937007874015748
161.50419866224885,-3.937007874015748
161.70432778078944,0.0
161.90445689933003,0.0
162.10458601787062,0.0
162.30471513641118,0.0
162.50484425495176,0.0
162.70497337349235,0.0
162.90510249203294,0.0
163.1052316105735,0.0
163.30536072911408,0.0
163.50548984765467,0.0
163.70561896619526,0.0
163.90574808473582,0.0
164.1058772032764,0.0
164.306006321817,0.0
164.50613544035758,0.0
164.70626455889817,0.0
164.90639367743873,0.0
165.10652279597932,0.0
165.3066519145199,0.0
165.5067810330605,0.0
165.70691015160105,0.0
165.90703927014164,0.0
166.10716838868223,0.0
166.3072975072228,0.0
166.50742662576337,0.0
166.70755574430396,0.0
166.90768486284455,0.0
167.10781398138514,0.0
167.30794309992572,0.0
167.50807221846628,0.0
167.70820133700687,0.0
167.90833045554746,0.0
168.10845957408804,0.0
168.3085886926286,0.0
168.5087178111692,0.0
168.70884692970978,0.0
168.90897604825037,0.0
169.10910516679093,0.0
169.3092342853315,0.0
169.5093634038721,0.0
169.7094925224127,-3.937007874015748
169.90962164095328,0.0
170.10975075949383,0.0
170.30987987803442,3.937007874015748
170.510008996575,3.937007874015748
170.7101381151156,0.0
170.91026723365616,0.0
171.11039635219674,0.0
171.31052547073733,0.0
171.51065458927792,0.0
171.71078370781848,0.0
171.91091282635907,0.0
172.11104194489965,0.0
172.31117106344024,0.0
172.5113001819808,0.0
172.7114293005214,0.0
172.91155841906198,0.0
173.11168753760256,0.0
173.31181665614315,0.0
173.5119457746837,0.0
173.7120748932243,0.0
173.91220401176489,0.0
174.11233313030547,0.0
174.31246224884603,0.0
174.51259136738662,0.0
174.7127204859272,0.0
174.9128496044678,0.0
175.11297872300835,-3.937007874015748
175.31310784154894,0.0
175.51323696008953,-3.937007874015748
175.71336607863012,0.0
175.9134951971707,0.0
176.11362431571126,0.0
176.31375343425185,0.0
176.51388255279244,3.937007874015748
176.71401167133303,0.0
176.91414078987358,-3.937007874015748
177.11426990841417,0.0
177.31439902695476,0.0
177.51452814549535,0.0
177.7146572640359,0.0
177.9147863825765,0.0
178.11491550111708,0.0
178.31504461965767,0.0
178.51517373819826,0.0
178.71530285673882,-3.937007874015748
178.9154319752794,0.0
179.11556109382,0.0
179.31569021236058,0.0
179.51581933090114,0.0
179.71594844944173,0.0
179.9160775679823,-3.937007874015748
180.1162066865229,0.0
180.31633580506346,0.0
180.51646492360405,0.0
180.71659404214464,0.0
180.91672316068522,0.0
181.1168522792258,0.0
181.31698139776637,0.0
181.51711051630696,0.0
181.71723963484754,0.0
181.91736875338813,0.0
182.1174978719287,0.0
182.31762699046928,0.0
182.51775610900987,0.0
182.71788522755045,0.0
182.918014346091,3.937007874015748
183.1181434646316,3.937007874015748
183.3182725831722,0.0
183.51840170171278,3.937007874015748
183.71853082025336,0.0
183.91865993879392,0.0
184.1187890573345,0.0
184.3189181758751,0.0
184.51904729441569,0.0
184.71917641295624,0.0
184.91930553149683,0.0
185.11943465003742,0.0
185.319563768578,0.0
185.51969288711857,0.0
185.71982200565915,0.0
185.91995112419974,0.0
186.12008024274033,0.0
186.32020936128092,0.0
186.52033847982148,0.0
186.72046759836206,0.0
186.92059671690265,0.0
187.12072583544324,0.0
187.3208549539838,0.0
187.52098407252439,3.937007874015748
187.72111319106497,0.0
187.92124230960556,0.0
188.12137142814612,0.0
188.3215005466867,0.0
188.5216296652273,0.0
188.72175878376788,0.0
188.92188790230847,0.0
189.12201702084903,0.0
189.32214613938962,0.0
189.5222752579302,0.0
189.7224043764708,0.0
189.92253349501135,0.0
190.12266261355194,0.0
190.32279173209253,0.0
190.5229208506331,0.0
190.72304996917367,0.0
190.92317908771426,0.0
191.12330820625485,0.0
191.32343732479544,0.0
191.52356644333602,0.0
191.72369556187658,0.0
191.92382468041717,0.0
192.12395379895776,0.0
192.32408291749834,0.0
192.5242120360389,0.0
192.7243411545795,0.0
192.92447027312008,0.0
193.12459939166067,0.0
193.32472851020123,0.0
193.5248576287418,0.0
193.7249867472824,0.0
193.925115865823,0.0
194.12524498436355,0.0
194.32537410290414,0.0
194.52550322144472,0.0
194.7256323399853,0.0
194.9257614585259,0.0
195.12589057706646,0.0
195.32601969560704,0.0
195.52614881414763,0.0
195.72627793268822,-3.937007874015748
195.92640705122878,-3.937007874015748
196.12653616976937,0.0
196.32666528830995,0.0
196.52679440685054,0.0
196.7269235253911,3.937007874015748
196.9270526439317,0.0
197.12718176247228,0.0
197.32731088101286,0.0
197.52743999955345,0.0
197.727569118094,0.0
197.9276982366346,0.0
198.12782735517519,0.0
198.32795647371577,0.0
198.52808559225633,0.0
198.72821471079692,0.0
198.9283438293375,0.0
199.1284729478781,0.0
199.32860206641865,-3.937007874015748
199.52873118495924,0.0
199.72886030349983,0.0
199.92898942204042,0.0
200.129118540581,0.0
200.32924765912156,0.0
200.52937677766215,0.0
200.72950589620274,0.0
200.92963501474333,0.0
201.12976413328389,0.0
201.32989325182447,3.937007874015748
201.53002237036506,0.0
201.73015148890565,0.0
201.9302806074462,0.0
202.1304097259868,0.0
202.33053884452738,0.0
202.53066796306797,0.0
202.73079708160856,0.0
202.93092620014912,0.0
203.1310553186897,0.0
203.3311844372303,3.937007874015748
203.53131355577088,0.0
203.73144267431144,0.0
203.93157179285203,0.0
204.1317009113926,0.0
204.3318300299332,0.0
204.53195914847376,0.0
204.73208826701435,0.0
204.93221738555494,0.0
205.13234650409552,0.0
205.3324756226361,-3.937007874015748
205.53260474117667,0.0
205.73273385971726,0.0
205.93286297825784,0.0
206.13299209679843,0.0
206.333121215339,0.0
206.53325033387958,0.0
206.73337945242017,0.0
206.93350857096075,0.0
207.1336376895013,0.0
207.3337668080419,0.0
207.5338959265825,0.0
207.73402504512308,0.0
207.93415416366366,0.0
208.13428328220422,0.0
208.3344124007448,0.0
208.5345415192854,0.0
208.73467063782599,0.0
208.93479975636654,-3.937007874015748
209.13492887490713,0.0
209.33505799344772,0.0
209.5351871119883,0.0
209.73531623052887,0.0
209.93544534906945,0.0
210.13557446761004,0.0
210.33570358615063,0.0
210.53583270469122,0.0
210.73596182323178,0.0
210.93609094177236,0.0
211.13622006031295,0.0
211.33634917885354,0.0
211.5364782973941,0.0
211.73660741593469,3.937007874015748
211.93673653447527,0.0
212.13686565301586,0.0
212.33699477155642,0.0
212.537123890097,0.0
212.7372530086376,0.0
212.93738212717818,0.0
213.13751124571877,0.0
213.33764036425933,0.0
213.53776948279992,0.0
213.7378986013405,0.0
